,neuronID,r2_score,adj_r2,mean_squared_error,explained_variance_score,baseline,gamma,model,explained_variance_score_task,task,explained_variance_score_choice,choice,explained_variance_score_visC,visC,explained_variance_score_audC,audC,explained_variance_score_audI,audI,hemi,BerylAcronym,bombcell_class,is_good,ml,ap,dv,presenceRatio,percentageSpikesMissing_gaussian,fractionRPVs_estimatedTauR,signalToNoiseRatio,subject,date,fitID,sessionID,audR_behav,audL_behav,visR_behav,visL_behav,gamma_behav,bias_behav,subject_behav,date_behav,SPL_behav,log_loss_behav
314,neuron_64,0.0890825806236969,0.0865381185583998,8.432006870899055,0.093443793293231,-1.1102230246251563e-15,1.0,choice,0.0484974772465441,1.333938861477237,0.0164591469436921,-0.6002314812441767,,,,,,,1.0,SCm,good,True,7391.840515942989,8745.109180230049,2645.160716297563,1.0,9.086063013086233e-08,0.104353169244958,,AV025,2022-11-07,AV025_2022-11-07_neuron_64,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
316,neuron_83,0.293750956212558,0.2917781935204142,44.70213699146287,0.2988312495358652,3.552713678800501e-15,1.0,choice,0.1893900421722156,7.352118032880999,0.0281715042851138,-1.029286785578454,,,,,,,1.0,SCm,good,True,7425.15366561057,9176.742695989758,2888.217003133924,1.0,0.0017077335358495,0.0792656446610407,,AV025,2022-11-07,AV025_2022-11-07_neuron_83,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
341,neuron_1208,0.2345158988578508,0.2314354799397737,140.88953591264436,0.2383710237833154,16.52236652236653,1.0,choice,0.1996558845179638,13.134568721160898,0.0317250135242719,-3.782809369401537,,,,,,,-1.0,SCm,good,True,4097.325891163237,8938.638796758385,2383.5031047040056,1.0,3.491614635279483,0.0282130772241994,,AV030,2022-12-09,AV030_2022-12-09_neuron_1208,AV030_2022-12-09,2.1498953254387483,-1.3642742472334086,2.8217787031641377,-2.561653536466753,0.9703850277427386,-0.1146499537638588,AV030,2022-12-09,low,0.4359719342756548
359,neuron_100,0.0750558797510688,0.0686915853456863,121.40086582509132,0.0777552682882054,22.335995868874488,1.0,aud_ipsi_choice,0.0594270230631527,-6.01526630685761,0.0128197281245554,-1.3534853096956252,,,,,0.0021793578258184,-1.5146640580891475,1.0,SCm,good,True,6566.570440161862,9191.383907184354,2539.080016614748,1.0,0.0174887363736497,0.0211998158222076,,AV034,2022-12-07,AV034_2022-12-07_neuron_100,AV034_2022-12-07,2.340493785878257,-1.0370014559557676,3.885127220385813,-2.389818916960193,0.7187791026170067,-0.6387121217257058,AV034,2022-12-07,low,0.3971734783092734
367,neuron_205,0.2335797830702269,0.2300721390568183,280.5594942305263,0.233582731854221,43.316624895572325,1.0,choice,0.2447168330898103,-30.285054032931967,0.0140230674928745,-2.943851564394848,,,,,,,1.0,SCm,good,True,6468.197019071813,8971.380504336688,2809.7833492842537,0.903846153846154,14.435902447198368,0.0057267299702852,,AV034,2022-12-07,AV034_2022-12-07_neuron_205,AV034_2022-12-07,2.340493785878257,-1.0370014559557676,3.885127220385813,-2.389818916960193,0.7187791026170067,-0.6387121217257058,AV034,2022-12-07,low,0.3971734783092734
369,neuron_209,0.0410446140339569,0.0366558021988721,217.56002111313595,0.0415631493292469,17.846700083542192,1.0,choice,0.0328352388849503,5.122012019295516,0.0026965465199076,-1.916080523890363,,,,,,,1.0,SCm,good,True,6469.439580842783,8969.302430282542,2779.881226891805,1.0,8.663682508069925e-05,0.0152431697319482,,AV034,2022-12-07,AV034_2022-12-07_neuron_209,AV034_2022-12-07,2.340493785878257,-1.0370014559557676,3.885127220385813,-2.389818916960193,0.7187791026170067,-0.6387121217257058,AV034,2022-12-07,low,0.3971734783092734
384,neuron_106,0.3360446615670927,0.3299533281869742,875.0226308414731,0.3360453890333775,28.496040662666235,0.5,vis_choice,0.0321112980574775,21.019508709618425,0.00530770880833,-10.505248163383609,0.2906787360834001,53.50161429206464,,,,,1.0,SCs,good,True,6532.155576485164,9070.014559204055,1563.4626079082468,1.0,8.45225221057515,0.1646070630322331,,AV034,2022-12-08,AV034_2022-12-08_neuron_106,AV034_2022-12-08,1.6485058007580682,-1.0564724473386196,4.931368612357975,-2.5372116179902244,0.7187791026170067,0.2012491355435551,AV034,2022-12-08,low,0.4082930919454294
386,neuron_12,0.0128856096521875,0.0061090806566648,25.921470384713963,0.0129842892915441,4.743702436493755,1.0,aud_ipsi_choice,0.0043303525019183,0.8785097957953578,0.0035406897111907,-0.8290165991916884,,,,,0.0047782628370717,-0.4471751810684598,1.0,SCm,good,True,6485.646189315882,8862.623220459223,1828.922384021878,1.0,0.4220491787974234,0.0109731254227539,,AV034,2022-12-08,AV034_2022-12-08_neuron_12,AV034_2022-12-08,1.6485058007580682,-1.0564724473386196,4.931368612357975,-2.5372116179902244,0.7187791026170067,0.2012491355435551,AV034,2022-12-08,low,0.4082930919454294
388,neuron_132,0.018702203747287,0.0142213918922518,123.25060507068416,0.0188288443339449,8.840066638900455,1.0,choice,0.0044294964607322,-1.6795599943821875,0.0123927410066992,-1.678779069767443,,,,,,,1.0,SCs,good,True,6527.211491027679,9052.255644350404,1466.928384071114,1.0,0.2044265636608755,0.0222981828966715,,AV034,2022-12-08,AV034_2022-12-08_neuron_132,AV034_2022-12-08,1.6485058007580682,-1.0564724473386196,4.931368612357975,-2.5372116179902244,0.7187791026170067,0.2012491355435551,AV034,2022-12-08,low,0.4082930919454294
424,neuron_0,0.0178351332482156,0.0150684716517317,9.197662154993491,0.0219079350908951,1.0772833723653328,1.0,choice,0.0009065605256857,0.1341230048573671,0.0203404635126442,-0.519643185459511,,,,,,,1.0,SCs,good,True,6557.139700026422,9031.39599046638,1651.1662537839168,0.9937888198757764,0.5790273832992687,0.0334386019507675,,FT032,2021-12-13,FT032_2021-12-13_neuron_0,FT032_2021-12-13,4.503604426628077,-0.6788758765661681,5.654184050558685,-4.635909135459783,1.331273798769107,-0.601115736903363,FT032,2021-12-13,high,0.3822613805332722
427,neuron_11,0.0195080351134478,0.0139685324869701,21.621725906537847,0.0217288298359001,3.243660466024808,1.5,vis_choice,0.0067337424008014,0.96093691556988,0.0050644640136376,-0.2282120837094632,0.0054045907880276,-1.1634571242363478,,,,,1.0,SCs,good,True,6553.897144840219,9031.416160575574,1603.1725040224155,1.0,1.846633433911804,0.038383610334845,,FT032,2021-12-13,FT032_2021-12-13_neuron_11,FT032_2021-12-13,4.503604426628077,-0.6788758765661681,5.654184050558685,-4.635909135459783,1.331273798769107,-0.601115736903363,FT032,2021-12-13,high,0.3822613805332722
443,neuron_218,0.2212818449761595,0.2190882727084867,216.93451068771367,0.2265832636270844,58.71194379391081,1.0,choice,0.1372110683227404,-14.509030968549236,0.0076154692029329,-1.1688072912562717,,,,,,,1.0,SCs,good,True,6998.591518264627,8909.804292365612,1838.8512829185047,1.0,0.001742480358946,0.0129343004951221,,FT032,2021-12-13,FT032_2021-12-13_neuron_218,FT032_2021-12-13,4.503604426628077,-0.6788758765661681,5.654184050558685,-4.635909135459783,1.331273798769107,-0.601115736903363,FT032,2021-12-13,high,0.3822613805332722
456,neuron_111,0.0214034705032221,0.0167655722591615,130.9931753868854,0.0244585412333172,19.561997981843064,1.0,aud_choice,0.0092559918666037,-2.8626992478518183,0.0011880440173183,-0.2054600456798438,,,0.0069220799315622,1.4652783905129592,,,1.0,SCm,good,True,6997.450803826485,8929.14688439645,2271.19714687277,1.0,8.893996650272129e-11,0.0154706090341738,,FT032,2021-12-14,FT032_2021-12-14_neuron_111,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
457,neuron_112,0.0226729285049117,0.0195898778061891,10.589886961567297,0.0230026190368248,1.4143094841930124,1.0,choice,0.0114679225335732,0.7348650441088822,0.005434022171186,-0.1276111859838238,,,,,,,1.0,SCm,good,True,6998.769739874925,8926.966945724931,2230.050330219529,1.0,3.5920765695252044e-06,0.0285870491203574,,FT032,2021-12-14,FT032_2021-12-14_neuron_112,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
458,neuron_138,0.1198748153501152,0.1143044027890399,58.05674724156329,0.1304827584342826,7.777831913501626,1.3,vis_choice,0.0850716692877117,5.823776379621959,0.0157534246330833,-0.5978633077546562,0.0033269376036758,-2.3371120846712774,,,,,1.0,SCm,good,True,6786.2042218005045,8976.749551226938,2754.8756855759,1.0,2.4039821411303564e-05,0.0038177754549735,,FT032,2021-12-14,FT032_2021-12-14_neuron_138,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
466,neuron_159,0.1558590277766782,0.1531961225015259,792.0197060474505,0.1704585525294181,78.1673401473735,1.0,choice,0.1188951325544411,24.67587437900354,0.0023637308203282,-1.6880354736234295,,,,,,,1.0,SCm,good,True,6538.150552029927,9074.3358708768,2799.0988004071883,1.0,3.059983472203398,0.0577114668034353,,FT032,2021-12-14,FT032_2021-12-14_neuron_159,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
474,neuron_219,0.1273937005727734,0.1232581256939714,126.46082022578224,0.1274705400769769,9.070918273941697,1.0,aud_choice,0.0723638368112634,6.395519572012802,0.0049195761515056,-1.350521194376905,,,0.0071072414671142,1.9781510951409305,,,1.0,SCm,good,True,6564.919049823167,9047.909896457735,2319.443235112875,1.0,0.0098652611517424,0.0549425454277629,,FT032,2021-12-14,FT032_2021-12-14_neuron_219,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
479,neuron_3,0.0404753893030945,0.0359278792997916,21.50169751619275,0.0416966076743204,1.7936658558377636,1.0,aud_choice,0.013768766391396,0.8173804194996919,0.0067295303086281,-0.3607467980981494,,,0.0035719137386657,-0.6243569724804723,,,1.0,SCm,good,True,6808.942813661537,8941.843878130187,2227.930982930567,0.8632478632478633,7.206077291719826,0.161691514330133,,FT032,2021-12-14,FT032_2021-12-14_neuron_3,FT032_2021-12-14,4.170123870015186,-0.0876800479433652,2.922941046818495,-4.114392127167132,1.331273798769107,-0.6026386921286875,FT032,2021-12-14,high,0.4431756980865703
