,neuronID,r2_score,adj_r2,mean_squared_error,explained_variance_score,baseline,gamma,model,explained_variance_score_task,task,explained_variance_score_choice,choice,explained_variance_score_visC,visC,explained_variance_score_audC,audC,explained_variance_score_audI,audI,hemi,BerylAcronym,bombcell_class,is_good,ml,ap,dv,presenceRatio,percentageSpikesMissing_gaussian,fractionRPVs_estimatedTauR,signalToNoiseRatio,subject,date,fitID,sessionID,audR_behav,audL_behav,visR_behav,visL_behav,gamma_behav,bias_behav,subject_behav,date_behav,SPL_behav,log_loss_behav
291,neuron_2,0.2988329577947256,0.2968743906377277,53.01472412375499,0.3101358435282981,-3.996802888650564e-15,1.0,choice,0.1634413057156326,6.859887211840201,0.09042220030482,-2.285005899798767,,,,,,,1.0,SCm,good,True,7331.9071093585,8726.321538155504,3171.437340596602,1.0,0.0031664154771737,0.0048275963573237,,AV025,2022-11-07,AV025_2022-11-07_neuron_2,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
292,neuron_20,0.4538947897317615,0.4516034391991675,478.61854118100825,0.4573441272300037,-0.6789385004635768,1.0,aud_ipsi_choice,0.3093528440668234,36.13678055900063,0.0193476962364028,-3.3554888873277,,,,,0.0019695559924485,2.3529878422929325,1.0,SCm,good,True,7463.233402113514,8955.955488843181,2667.662715844052,1.0,5.828227047643964e-05,0.0032021568897899,,AV025,2022-11-07,AV025_2022-11-07_neuron_20,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
293,neuron_21,0.0535512073178927,0.0509074956064901,28.68629096670661,0.0581234120177099,-2.1094237467877974e-15,1.0,choice,0.0268009484453236,1.692386235374805,0.0147801667462975,-0.4623473920429102,,,,,,,1.0,SCm,good,True,7463.853202928344,8956.388480444108,2659.383010588371,1.0,7.539616932198001,0.0188748738074395,,AV025,2022-11-07,AV025_2022-11-07_neuron_21,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
294,neuron_22,0.2821323134295401,0.2801270964279467,132.89021528342752,0.2933132825592432,-6.217248937900877e-15,1.0,choice,0.1790696473725294,11.696748293364044,0.0273606567702482,-2.029074577351955,,,,,,,1.0,SCm,good,True,7464.473061326031,8956.818569264691,2651.1032879423383,1.0,9.85583141099866e-05,0.0065652978207679,,AV025,2022-11-07,AV025_2022-11-07_neuron_22,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
295,neuron_275,0.2258003547244597,0.2236377858829078,52.46467059042608,0.2291836595496996,-3.996802888650564e-15,1.0,choice,0.1462499388630891,6.766930782187229,0.016527943965758,-0.9188513691531272,,,,,,,1.0,SCm,good,True,7428.482576557614,9177.35256507028,2830.324937980052,1.0,0.3145381728131835,0.2975367418991608,,AV025,2022-11-07,AV025_2022-11-07_neuron_275,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
299,neuron_288,0.1077938743791028,0.1053016784974802,30.523549560949625,0.1124565933825406,-6.661338147750939e-16,1.0,choice,0.0622689110314826,2.9476696563764464,0.0152678440432824,-1.0055030616418792,,,,,,,1.0,SCm,good,True,7453.231334932787,9183.465326820144,2609.2422659117665,1.0,11.344570554389575,0.0150715468862941,,AV025,2022-11-07,AV025_2022-11-07_neuron_288,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
300,neuron_29,0.059458747591098,0.0555124206579138,49.9763124129245,0.0648330117953223,0.1273424050905718,1.0,aud_ipsi_choice,0.036129097786003,2.6800770920771138,0.0039730113636784,-0.7450076147328671,,,,,0.0013947119637521,-0.4413288254854655,1.0,SCm,good,True,7468.814042222008,8959.749348626337,2593.1407807089017,1.0,6.0628268205706775,0.1169388496627521,,AV025,2022-11-07,AV025_2022-11-07_neuron_29,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
302,neuron_30,0.183952250413298,0.1816727874256256,29.433154884592383,0.1917092228210736,-3.996802888650564e-15,1.0,choice,0.1114242248210722,4.053228384234264,0.0222188011849401,-1.0536599768108714,,,,,,,1.0,SCm,good,True,7468.814042222008,8959.749348626337,2593.1407807089017,1.0,0.0005679789844448,0.0,,AV025,2022-11-07,AV025_2022-11-07_neuron_30,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
306,neuron_32,0.2090193470232551,0.2068099038585156,39.92531934964702,0.2185606756913651,-4.218847493575595e-15,1.0,choice,0.1220991751652365,4.932944250746064,0.0376411154231948,-1.2428277207503815,,,,,,,1.0,SCm,good,True,7469.434465783916,8960.15656052444,2584.859943815861,1.0,0.0088399988697029,0.0195667853759292,,AV025,2022-11-07,AV025_2022-11-07_neuron_32,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
307,neuron_36,0.4810936245952057,0.4789163950480528,276.0260436824559,0.4842204753975367,-0.7523533952690187,1.0,aud_ipsi_choice,0.3286885712429493,29.021013456272826,0.0250692852791053,-2.5028611800467484,,,,,0.0042199330579808,2.6074208355646853,1.0,SCm,good,True,7471.916943920543,8961.75656125878,2551.734992471021,1.0,0.5765983607452174,0.0040368624508072,,AV025,2022-11-07,AV025_2022-11-07_neuron_36,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
308,neuron_49,0.0640429376702069,0.0614285324681684,9.920422752647,0.0753711896852602,-8.881784197001252e-16,1.0,choice,0.0392243868423213,1.141951926122833,0.0083531334572332,-0.5377223188720794,,,,,,,1.0,SCm,good,True,7426.831676842807,8925.669032174123,3158.5895619986536,1.0,12.48417248575806,0.2320989556058937,,AV025,2022-11-07,AV025_2022-11-07_neuron_49,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
311,neuron_57,0.0584259638344132,0.0557958687613249,3.910170649767127,0.0609759854771467,-5.551115123125784e-16,1.0,choice,0.0307456280168257,0.7170485218723126,0.0127944870595302,-0.199137429943094,,,,,,,1.0,SCm,good,True,7371.774742465126,8739.772550398699,2815.476379400038,1.0,0.0870691409032065,0.2764099616767574,,AV025,2022-11-07,AV025_2022-11-07_neuron_57,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
312,neuron_58,0.1232453992991989,0.1207963641017108,21.952707570822817,0.1306617588420811,-1.7763568394002505e-15,1.0,choice,0.0586789623996327,2.3069699638220853,0.0411197025211368,-0.8827144610167359,,,,,,,1.0,SCm,good,True,7374.827340159964,8740.641524675175,2789.2714669371426,1.0,3.372978494512901,0.0334095482722989,,AV025,2022-11-07,AV025_2022-11-07_neuron_58,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
313,neuron_59,0.0371461349759918,0.0344565990401706,3.429710591641609,0.0394284314921029,-5.273559366969495e-16,1.0,choice,0.0177190288012448,0.4865155511724251,0.010882371128115,-0.1412414898862799,,,,,,,1.0,SCm,good,True,7376.358691670659,8741.06952078681,2776.169283160288,0.9642857142857144,1.4985375551557212e-05,0.0,,AV025,2022-11-07,AV025_2022-11-07_neuron_59,AV025_2022-11-07,0.6352842589247579,-0.7141314098154876,3.2553122125612264,-2.4959925109815564,0.565022547377064,-0.1478718530032557,AV025,2022-11-07,low,0.458669703374798
