,visL,visR,gamma,baseline,audL,audR,neuronID,model_type,r2,mse,adj_r2,hemi,bombcell_class,is_good,BerylAcronym,ml,ap,dv,probeID,firing_rate,amp_median,subject,date
489,,,,5.843372109834877,0.3554562836977257,1.3422507950612232,neuron_213,aud,-0.018915718505473578,108.46998336143237,-0.04397102305888678,-1.0,good,True,SCs,4669.988729795389,8879.250154912257,1705.7039098204327,0.0,8.633130726977084,11.544261455410137,AV005,2022-05-12
490,-0.4094311491667399,0.49556114515718114,0.01360609699797131,6.372882111328839,,,neuron_213,vis,0.0048991510560848495,105.93474079113822,-0.019570541950732823,-1.0,good,True,SCs,4669.988729795389,8879.250154912257,1705.7039098204327,0.0,8.633130726977084,11.544261455410137,AV005,2022-05-12
491,,,,6.408730518845413,,,neuron_213,baseline,-0.004027124142480298,106.88499889853902,-0.012124117079113095,-1.0,good,True,SCs,4669.988729795389,8879.250154912257,1705.7039098204327,0.0,8.633130726977084,11.544261455410137,AV005,2022-05-12
492,-0.28731314466818336,0.0826151107915066,0.02430076678026548,1.1578989927537722,-0.7767173621685093,-0.27087428476808273,neuron_214,audiovisual,-0.03792578674563418,8.002148922755454,-0.0811726945267024,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,1.0061064313095058,12.983516693115236,AV005,2022-05-12
493,,,,1.0843376842505095,-0.7919401276166627,-0.3058972094317831,neuron_214,aud,-0.030478899779129653,7.944735281743855,-0.05581854485566562,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,1.0061064313095058,12.983516693115236,AV005,2022-05-12
494,-0.30212828987554646,0.07666740041984373,0.001,0.8111351729375789,,,neuron_214,vis,-0.01696980207682075,7.84058350807526,-0.041977256226250814,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,1.0061064313095058,12.983516693115236,AV005,2022-05-12
495,,,,0.714285713045414,,,neuron_214,baseline,-0.007352941099864285,7.766439908706434,-0.015476755140992227,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,1.0061064313095058,12.983516693115236,AV005,2022-05-12
496,2.110713941688019,2.0271446455935886,0.39537386595534885,0.5402300261518129,-0.15712100290378972,0.38923252598173497,neuron_215,audiovisual,-0.017439518088117056,30.050226129473284,-0.05983283134178863,-1.0,good,True,SCs,4638.786929319302,9045.216473668272,1640.6482158288704,0.0,2.885752879011459,12.705311292339058,AV005,2022-05-12
497,,,,1.8072274924306668,-0.11131840185960316,0.46822373354539404,neuron_215,aud,0.009226023928179838,29.26265541572665,-0.015137270565389382,-1.0,good,True,SCs,4638.786929319302,9045.216473668272,1640.6482158288704,0.0,2.885752879011459,12.705311292339058,AV005,2022-05-12
498,2.1309766769631007,2.049214571418515,0.39830179961205897,0.605076482416468,,,neuron_215,vis,-0.02852281807528745,30.377573028187328,-0.05381436278205687,-1.0,good,True,SCs,4638.786929319302,9045.216473668272,1640.6482158288704,0.0,2.885752879011459,12.705311292339058,AV005,2022-05-12
499,,,,1.924604273789717,,,neuron_215,baseline,-0.0016128009866842596,29.58278170714639,-0.009690323575286541,-1.0,good,True,SCs,4638.786929319302,9045.216473668272,1640.6482158288704,0.0,2.885752879011459,12.705311292339058,AV005,2022-05-12
500,2.9635647604711997,3.594509785110706,0.38876886018315604,2.9782738881626565,-0.2647724389406404,0.21139266492913097,neuron_216,audiovisual,-0.003380347761638536,53.52499474170645,-0.04518786225170679,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.522138323964874,16.14969825744629,AV005,2022-05-12
501,,,,4.999998168390992,-0.2046750299727096,0.32934329636387083,neuron_216,aud,-0.006618988584910612,53.69775897156467,-0.0313719145337199,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.522138323964874,16.14969825744629,AV005,2022-05-12
502,2.970302621392644,3.6078051785062804,0.391167146832548,2.955497053011348,,,neuron_216,vis,-0.00477155572110477,53.599208272877526,-0.029479052992935184,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.522138323964874,16.14969825744629,AV005,2022-05-12
503,,,,5.0396789302458345,,,neuron_216,baseline,-0.004988712808635443,53.61079244631099,-0.013093460492576092,-1.0,noise,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.522138323964874,16.14969825744629,AV005,2022-05-12
504,1.2636498151162099,1.4571926787084843,0.001,1.218052150675714,1.7670578727125363,1.2548388510148125,neuron_217,audiovisual,-0.013498438480628483,54.115811684305164,-0.05572754008398806,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,3.443162437494148,12.217104911213251,AV005,2022-05-12
505,,,,2.349393042512571,1.802651352479161,1.3033031505870365,neuron_217,aud,0.0001441729707262196,53.38736360372357,-0.024442445726714945,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,3.443162437494148,12.217104911213251,AV005,2022-05-12
